Agreement,Year,Part,Section,Provision Reference,Provision Text,search_text
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Road"" means a territorial highway designated in section 8(2) of the Highways Regulations O.I.C 1979/79 as amended by O.I.C. 1987/100 and having a prescribed right-of-way width not exceeding 60 metres.",definition road mean territorial highway designated highway regulation oic amended oic prescribed rightofway width exceeding metre
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Salmon"" means Pacific Salmon of the species Oncorhynchus nerka including sockeye; Oncorhynchus kisutch including coho; Oncorhynchus gorbuscha including pink; Oncorhynchus keta including chum; and Oncorhynchus tshawytcha including chinook; anadromous whitefish and cisco Coregonidae spp.); and anadromous Arctic char (Salvelinus alpinus).",definition salmon mean pacific salmon specie oncorhynchus nerka including sockeye oncorhynchus kisutch including coho oncorhynchus gorbuscha including pink oncorhynchus keta including chum oncorhynchus tshawytcha including chinook anadromous whitefish cisco coregonidae spp anadromous arctic char salvelinus alpinus
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,Specific Provision,definition specific provision
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Secondary Use Area"" has the same meaning as in the Gwich'in Transboundary Agreement.",definition secondary use area meaning gwichin transboundary agreement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Settlement Agreement"" means a Yukon First Nation Final Agreement or a Transboundary Agreement.",definition settlement agreement mean yukon final agreement transboundary agreement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Settlement Corporation"" means a corporation as referred to in 20.4.2.",definition settlement corporation mean corporation referred
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Settlement Land"" means Category A Settlement Land, Category B Settlement Land or Fee Simple Settlement Land.",definition settlement land mean category settlement land category b settlement land fee simple settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Settlement Legislation"" means the Act of Parliament and the Act of the Yukon Legislative Assembly described in 2.4.2.",definition settlement legislation mean act parliament act yukon legislative assembly described
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Site Specific Settlement Land"" means a Parcel of Proposed Site Specific Settlement Land which is described as Site Specific Settlement Land in a plan of survey confirmed in accordance with Chapter 15 - Definition of Boundaries and Measurement of Areas of Settlement Land.",definition site specific settlement land mean parcel proposed site specific settlement land described site specific settlement land plan survey confirmed accordance definition boundary measurement area settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Specified Substances"" means any of carving stone, flint, limestone, marble, gypsum, shale, slate, clay, sand, gravel, construction stone, sodium chloride, volcanic ash, earth, soil, diatomaceous earth, ochre, marl and peat.",definition specified substance mean carving stone flint limestone marble gypsum shale slate clay sand gravel construction stone sodium chloride volcanic ash earth soil diatomaceous earth ochre marl peat
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Specified Substances Right"" means the right of a Yukon First Nation to take and use, without payment of any royalty, a Specified Substance.",definition specified substance right mean right yukon take use without payment royalty specified substance
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Surface Rights Board"" means the Board established pursuant to 8.1.1.",definition surface right board mean board established pursuant
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Sustainable Development"" means beneficial socio-economic change that does not undermine the ecological and social systems upon which communities and societies are dependent.",definition sustainable development mean beneficial socioeconomic change undermine ecological social system upon community society dependent
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,Specific Provision,definition specific provision
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Tetlit Gwich'in"" means the collectivity of all Tetlit Gwich'in Persons and, where the context requires, designated Tetlit Gwich'in organizations.",definition tetlit gwichin mean collectivity tetlit gwichin person context requires designated tetlit gwichin organization
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Tetlit Gwich'in Person"" means a Gwich'in who:",definition tetlit gwichin person mean gwichin
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,(a),"resides in the Peel River Watershed, including in the community of Fort McPherson, Northwest Territories; or",definition resides peel river watershed including community fort mcpherson northwest territory
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,(b),"is descended from an aboriginal person who used or occupied the Peel River Watershed on or before December 31, 1921.",definition descended aboriginal person used occupied peel river watershed december
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Tetlit Gwich'in Yukon Land"" has the same meaning as in the Gwich'in Transboundary Agreement.",definition tetlit gwichin yukon land meaning gwichin transboundary agreement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Traditional Territory"" means, subject to a Yukon First Nation Final Agreement, with respect to each Yukon First Nation and each Yukon Indian Person enrolled in that Yukon First Nation's Final Agreement, the geographic area within the Yukon identified as that Yukon First Nation's Traditional Territory on the map referred to in 2.9.0.",definition traditional territory mean subject yukon final agreement respect yukon yukon indian person enrolled yukon nation final agreement geographic area within yukon identified yukon nation traditional territory map referred
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Transboundary Agreement"" means a land claims agreement with respect to:",definition transboundary agreement mean land claim agreement respect
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,(a),"any aboriginal claims in a Yukon First Nation's Traditional Territory by the Kaska Dena Council, Tahltan Tribal Council or Taku River Tlingits of British Columbia and the Dene/Metis of the Northwest Territories; and",definition aboriginal claim yukon nation traditional territory kaska dena council tahltan tribal council taku river tlingit british columbia denemetis northwest territory
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,(b),any aboriginal claims in the Northwest Territories or British Columbia by Yukon Indian People.,definition aboriginal claim northwest territory british columbia yukon indian people
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 1 - Definitions,,,"""Transplanted Population"" means, except as otherwise agreed by the parties to a Yukon First Nation Final Agreement, a population of Freshwater Fish or Wildlife that is intentionally introduced by Government or by an entity other than a Yukon First Nation, anywhere in the Yukon as part of a Freshwater Fish or Wildlife management program. ""Undeveloped Settlement Land"" means all Settlement Land not designated Developed Settlement Land and any Settlement Land designated as Undeveloped Settlement Land pursuant to 6.1.8 or 7.5.2.9.",definition transplanted population mean except otherwise agreed party yukon final agreement population freshwater fish wildlife intentionally introduced government entity yukon anywhere yukon freshwater fish wildlife management program undeveloped settlement land mean settlement land designated developed settlement land settlement land designated undeveloped settlement land pursuant
